ID,elat,elon
34403,36.21,29.43
34404,35.9,28.95
34407,67.43,336.86
34408,46.89,357.01
34409,55.89,353.72
34410,61.12,4.61
34411,26.7,328.73
34469,36.47,141.0
34471,41.43,171.71
34676,34.21,35.39
34677,32.46,34.79
34678,31.45,32.44
34679,35.41,27.18
34692,36.33,30.5
34693,36.01,31.08
34694,21.99,36.93
34695,21.58,39.12
34696,23.42,35.86
34702,34.19,149.44
34703,10.26,81.52
34704,7.89,93.4
34705,9.01,81.53
34706,6.25,97.99
34707,8.53,93.61
34708,3.21,70.09
34709,11.38,74.42
34710,21.25,63.36
34711,32.66,156.45
34712,38.19,141.01
34713,56.95,18.32
34714,4.94,79.86
34715,37.64,141.17
34716,3.93,72.65
34717,58.47,19.22
34718,14.23,88.96
34719,5.31,78.39
34720,7.43,72.37
34721,18.48,65.95
34722,8.63,81.29
34723,11.99,67.8
34725,44.26,145.22
34726,36.88,137.05
34727,47.38,139.02
34728,51.32,156.43
34729,41.41,139.94
34731,40.63,331.39
34732,30.43,278.66
34733,31.95,280.4
34734,33.31,343.1
34735,28.62,307.29
34736,34.62,283.53
34738,40.25,289.18
34739,36.51,140.65
34740,37.01,141.0
34741,31.17,186.6
34742,12.75,85.95
34743,56.36,19.68
34744,22.72,262.49
34745,26.5,288.29
34746,29.11,293.05
34747,32.87,291.86
34748,26.24,281.36
34749,36.03,293.33
34750,31.93,280.62
34751,27.87,285.72
34752,31.23,303.12
34753,31.92,132.49
34754,22.32,133.74
34755,23.87,154.1
34756,33.28,143.75
34788,-22.01,73.78
34789,-25.88,47.53
34829,44.49,37.86
34830,41.41,28.49
34831,41.89,28.1
34832,44.29,33.13
34833,42.61,39.41
34834,41.46,40.12
34835,19.29,285.92
34836,31.16,297.32
34838,13.69,145.24
34841,11.98,125.78
34842,12.26,125.98
34843,26.12,142.3
34844,25.42,159.55
34845,24.68,130.96
34869,-10.27,256.06
35105,35.19,140.4
35150,36.98,141.06
35221,41.24,158.2
35223,36.77,140.85
35228,37.12,152.76
35262,38.05,173.14
35263,40.85,153.75
35265,29.67,162.65
35266,37.6,146.65
3534,-9.7,158.77
35467,-11.37,43.36
35468,-39.51,84.75
35470,-11.86,43.02
35471,-34.69,240.51
35472,-33.18,200.53
35473,-32.31,245.32
35474,-16.9,216.73
35475,-19.01,236.49
35476,21.34,288.43
35477,-19.04,226.31
35478,-2.17,317.92
35479,4.17,8.8
35480,-31.37,258.53
35481,-27.39,215.83
35482,4.35,8.29
35483,-31.38,251.01
35487,36.8,140.81
35488,-3.04,267.6
35490,32.94,162.36
35493,53.83,169.16
35494,33.32,178.55
35495,43.44,180.06
35497,26.47,146.02
35505,16.44,273.67
35513,16.4,273.57
35515,23.04,277.0
35553,14.48,131.81
35554,29.78,151.52
35652,0.68,136.89
35653,-31.96,176.04
35654,-1.34,152.95
35655,-0.8,140.55
35656,-15.45,171.94
35657,13.16,267.83
35658,-2.29,209.99
35659,0.83,210.64
35660,46.99,139.54
35662,13.68,92.99
35663,15.72,94.21
35664,-8.43,68.65
35665,-9.24,48.9
35690,-0.59,73.19
35691,22.69,312.62
35892,3.28,281.51
35894,45.74,236.05
35895,31.29,237.74
35896,31.79,233.09
35897,37.4,226.45
35898,34.27,234.06
35899,56.99,223.5
35900,23.63,237.98
35901,36.74,225.69
35902,23.52,236.79
35903,40.92,225.46
35904,48.21,236.29
35905,42.88,235.45
35906,43.66,235.18
35907,43.94,232.86
35908,43.2,230.1
35910,29.18,228.15
35911,36.73,231.87
35912,34.14,225.69
35927,-38.18,42.06
35928,-26.11,265.01
35929,-52.24,207.36
35930,-24.54,4.67
35931,-7.8,109.26
35932,-30.01,86.16
35933,-21.8,114.3
35935,-20.55,57.75
35936,-33.51,114.88
35937,-26.3,71.24
35938,-26.76,240.86
35939,-25.89,241.61
35940,-53.86,286.39
35941,-36.69,169.53
35942,-24.19,63.14
35943,-18.97,44.0
35944,-25.38,61.8
35945,-35.46,36.54
35946,-38.7,143.12
35994,52.79,191.86
35995,59.9,217.06
35996,45.23,198.02
35997,47.43,226.93
35998,53.38,229.66
35999,25.85,216.49
36000,42.1,225.46
36001,51.93,228.14
36002,52.2,228.57
36003,29.18,233.27
36004,49.99,232.66
36005,45.93,235.89
36006,47.93,220.94
36007,55.73,200.38
36008,25.13,212.44
36009,32.34,213.79
36010,57.04,220.05
36012,52.11,231.55
36013,48.01,198.76
36020,-46.59,187.23
36032,-41.62,1.29
36035,-8.9,90.78
36037,41.74,168.11
36039,-26.1,326.86
36043,-38.21,63.37
36045,-6.82,105.35
36048,20.43,125.62
36050,-1.19,93.21
36053,-49.47,171.95
36056,-44.37,179.37
36057,-53.74,165.06
36058,-50.74,178.17
36060,10.01,126.09
36062,-56.44,163.07
36065,-47.46,155.22
36066,15.72,123.0
36069,16.27,127.1
36071,-52.11,158.36
36074,5.24,120.85
36075,-41.08,153.74
36077,21.09,121.31
36081,-45.84,166.42
36094,23.83,120.2
36095,20.75,124.45
36102,22.77,125.11
36103,22.24,123.64
36147,-25.11,33.8
36150,-26.65,32.94
36153,-63.92,113.69
36155,-31.63,87.86
36162,-37.09,321.37
36163,-8.02,39.78
36164,-30.9,336.04
36165,-31.32,49.85
36166,-28.73,101.35
36168,-35.51,349.11
36193,-63.22,78.41
36200,-33.03,321.76
36202,-47.53,285.42
36228,-55.03,288.97
36229,-58.28,100.97
36230,6.75,91.19
36233,-55.86,293.18
36236,-45.96,52.7
36237,-57.68,84.9
36239,-49.4,162.37
36240,-22.91,86.57
36241,-36.85,137.01
36242,-46.24,201.02
36243,28.39,318.93
36244,20.46,316.79
36245,25.65,313.76
36246,-59.76,113.7
36247,-55.74,115.59
36248,-0.58,84.3
36250,0.02,89.41
36251,3.2,84.04
36252,-50.77,284.55
36253,-38.48,285.95
36254,-5.61,148.16
36255,26.8,323.36
36256,47.49,354.69
36257,-31.2,225.2
36261,-2.71,95.74
36272,29.89,321.1
36274,1.7,78.2
36284,-49.62,305.04
36296,25.31,316.37
36300,25.59,319.12
36301,20.84,316.43
36314,-51.48,306.3
36322,25.17,323.01
36323,24.32,316.03
36326,24.48,312.75
36362,44.07,300.36
36363,21.57,306.7
36373,21.68,318.87
36374,22.36,194.11
36413,-60.38,296.14
36420,-45.78,301.67
36430,23.56,318.6
36433,22.67,313.59
36443,-36.5,69.34
36469,30.23,341.73
36470,31.99,341.63
36471,36.46,334.11
36472,21.46,318.69
36473,30.12,154.18
36474,38.59,180.99
36476,30.31,176.27
36477,-17.64,233.52
36478,-13.38,223.16
36479,15.09,265.45
36480,3.96,276.81
36481,5.55,273.05
36482,5.53,310.52
36483,-8.03,272.48
36491,-11.2,252.64
36505,2.29,278.24
36507,17.54,178.65
36510,7.41,152.01
36530,4.38,73.65
36531,13.69,97.9
36532,19.86,92.81
36533,-4.36,66.21
36534,4.35,79.02
36535,-11.91,157.24
36536,2.17,96.78
36537,1.88,96.85
36542,-13.62,166.36
36543,53.67,226.98
36544,-1.28,41.83
36558,-16.11,179.64
36559,11.41,303.5
36567,-8.09,159.75
36591,6.14,171.75
36594,10.22,175.41
36602,-4.84,153.67
36603,-11.28,166.6
36604,-13.59,168.86
36606,32.36,284.05
36607,5.86,4.83
36609,19.83,287.71
36611,8.17,137.66
36613,5.96,184.49
36620,-2.71,161.95
36622,12.09,179.85
36625,-3.77,156.19
36632,24.38,319.64
36643,-9.06,143.29
36644,17.15,151.18
36645,8.74,141.19
36646,-17.9,148.61
36647,9.49,157.89
36648,28.08,317.86
36653,34.57,322.94
36654,24.92,314.58
36658,23.57,327.89
36659,25.27,301.46
36718,26.18,316.8
36719,28.11,320.75
36725,-12.74,156.09
36726,20.19,321.57
36727,21.02,319.52
36728,12.56,155.16
36729,6.15,132.99
36730,9.67,130.07
36741,13.66,154.44
36753,2.32,128.81
36755,-0.61,128.2
36757,-15.92,254.04
36763,-14.94,272.42
36771,48.31,322.68
36772,50.01,322.72
36773,50.05,330.67
36776,43.65,311.02
36777,45.13,307.26
36785,-64.61,217.43
36786,-45.43,166.65
36788,-23.47,186.89
36789,-27.65,181.24
36790,-23.23,172.32
36791,-57.62,186.48
36792,-40.8,165.13
36795,-28.55,163.72
36796,-9.41,142.86
36858,-0.04,42.86
36859,27.78,324.6
36861,-18.56,266.65
36862,35.83,293.86
36884,-12.68,233.15
36894,15.28,126.38
36906,-61.35,291.33
36907,-70.05,286.29
36908,-3.68,152.33
36909,10.22,126.5
36910,1.7,141.27
36911,-59.36,295.38
36912,4.79,199.64
36913,-9.45,142.68
36914,-56.93,305.65
36915,-6.34,150.84
36916,-55.29,313.87
36918,-1.24,144.36
36919,-52.52,317.05
36920,-27.77,164.26
36921,-27.96,225.36
36922,-9.41,179.83
36923,-38.05,208.06
36924,26.1,128.15
36925,8.72,171.31
36926,-42.65,213.48
36927,-21.47,149.36
36928,-39.6,227.26
36929,-29.9,343.48
36930,-25.92,331.83
36931,9.74,302.02
36932,-12.01,10.86
36934,-36.56,228.02
36935,-34.15,353.47
36936,-24.6,318.74
36937,-2.61,319.38
36938,-17.69,322.12
36939,-1.02,342.95
36940,-41.37,227.33
36941,-37.74,215.66
36942,-16.28,178.56
36943,-10.31,166.36
36944,13.56,124.32
36945,22.73,124.22
36946,-37.23,203.46
36947,-0.83,169.7
36948,10.13,125.72
36949,-9.56,152.44
36950,-41.23,219.1
36951,24.75,122.62
36952,-5.37,155.23
36953,28.16,271.96
36954,-12.49,177.04
36955,-7.83,200.97
36956,23.06,277.12
36957,13.99,145.44
36959,-19.17,178.35
36960,28.08,129.13
36961,19.42,150.52
36962,-3.61,145.07
36963,26.77,280.05
36964,28.8,273.3
36965,-61.99,299.6
36966,9.55,207.18
36967,22.96,133.6
36968,-10.65,150.81
36969,-6.85,156.13
36970,-2.83,151.96
36971,-55.82,315.92
36972,-27.66,353.27
36973,-36.46,114.63
36974,-49.49,70.94
36975,-56.1,102.7
36976,-58.08,138.7
36977,23.41,125.82
36978,20.41,110.54
36979,-42.3,43.36
36980,-43.9,48.4
36981,-62.03,5.62
36982,-1.49,41.69
36983,-13.03,83.75
36984,-31.12,57.76
36986,-19.25,55.77
36987,-37.44,51.29
36988,-5.53,66.49
36989,-22.1,68.48
36990,-25.13,88.74
36991,-17.63,70.39
36992,-51.23,143.58
36993,-32.97,88.04
36994,-26.41,102.43
36995,-29.78,87.13
36996,-38.45,142.34
36997,-43.2,215.38
36998,-46.02,216.16
36999,-41.58,222.11
37000,-42.53,230.32
37001,-44.31,192.83
37002,-46.24,220.48
37003,-27.99,321.77
37004,-2.11,98.73
37005,21.42,91.9
37020,10.98,126.07
37032,35.51,291.84
37039,6.43,123.17
37040,36.45,167.11
37042,42.81,161.62
37064,-33.96,114.22
37067,-24.92,111.1
37088,-10.66,142.64
37090,32.35,168.92
37120,-12.35,143.82
37124,35.01,173.96
37125,-18.13,329.29
37126,-14.7,344.67
37127,-24.25,355.71
37128,-21.34,338.44
37129,11.75,248.55
37130,13.11,230.83
37188,-9.36,225.28
37189,-5.44,41.82
37192,16.32,61.73
37193,-23.06,226.23
37194,17.14,57.58
37200,16.14,57.28
37204,-15.4,239.82
37213,6.01,53.85
37214,13.6,57.32
37217,33.13,310.26
37218,34.59,306.68
37219,47.52,324.48
37220,-21.36,204.09
37221,-17.49,230.91
37222,-25.79,236.12
37223,15.5,136.84
37224,35.34,318.64
37225,46.56,345.7
37237,43.71,329.12
37240,46.18,319.21
37249,38.76,320.14
37253,43.94,314.45
37257,13.51,124.69
37263,-1.41,127.52
37264,13.17,124.46
37265,21.17,143.02
37266,11.48,129.91
37267,37.66,145.77
37268,9.33,126.75
37269,8.62,140.13
37291,20.1,123.02
37292,10.01,130.66
37294,16.97,124.92
37295,20.21,336.79
37300,23.21,314.3
37302,44.55,320.42
37311,14.12,342.52
37374,14.7,341.43
37375,16.73,343.6
37378,37.79,303.59
37379,14.45,341.93
37380,52.18,318.24
37382,43.73,330.57
37384,14.15,340.75
37385,14.83,339.71
37388,35.41,345.74
37389,27.92,272.06
37390,38.58,344.77
37391,36.04,340.17
37392,22.02,321.61
37393,29.76,346.46
37394,28.56,291.17
37395,63.97,3.76
37396,42.1,331.53
37397,48.7,339.22
37398,33.5,338.21
37399,34.31,342.21
37400,51.78,351.9
37403,56.03,346.97
37411,57.58,352.4
37413,53.3,350.25
37414,24.58,283.21
37416,24.06,121.89
37417,29.25,129.31
37418,30.88,236.17
37420,38.95,333.75
37455,42.11,293.14
37456,35.6,288.29
37457,11.26,134.72
37458,19.38,110.77
37459,15.93,121.76
37460,32.03,243.1
37461,18.35,137.5
37462,19.64,124.86
37463,-51.3,337.02
37464,34.06,171.56
37465,18.59,120.93
37466,-54.81,341.59
37467,-51.11,335.64
37468,-61.49,303.77
37469,-55.45,326.33
37533,18.33,311.83
37542,-54.75,347.99
37543,-45.06,101.96
37626,-12.77,86.91
37631,-28.85,53.88
37633,41.73,351.08
37634,24.73,319.91
37635,22.96,320.6
37636,44.07,349.08
37637,29.06,310.67
37638,29.5,315.84
37639,-12.28,68.11
37640,-55.83,232.68
37641,11.96,50.9
37642,57.64,207.69
37643,33.98,319.01
37644,38.16,142.96
37646,-19.05,35.79
37647,30.91,178.56
37648,54.65,195.24
37649,-46.88,91.18
37650,39.17,186.09
37651,-46.32,100.22
37652,40.79,327.12
37654,34.2,334.27
37655,32.05,298.71
37656,-50.95,90.46
37657,40.8,190.56
37658,25.04,322.33
37659,0.47,91.75
37660,-47.03,108.28
37661,18.89,313.5
37662,24.34,325.95
37663,24.86,324.04
37702,26.43,313.79
37752,29.04,313.92
37753,21.07,324.27
37754,25.42,323.97
37755,23.6,324.42
37773,20.89,301.79
38554,-12.3,44.62
38558,-10.45,40.51
38559,8.19,96.66
38569,29.71,307.04
38595,42.91,314.8
38619,5.56,124.94
38625,38.17,187.68
38626,-36.49,44.42
38628,-6.71,39.29
38629,33.88,169.43
38630,38.55,149.05
38631,58.42,199.61
39065,-20.21,343.92
39066,51.81,195.97
39067,53.41,179.32
39068,33.87,301.78
39069,-34.1,332.83
39070,-23.81,319.17
39071,-6.41,325.13
39072,-2.15,319.15
39073,32.41,308.74
39074,31.46,325.16
39075,-1.73,242.06
39076,-2.25,319.59
39077,21.64,294.81
39078,4.22,6.43
39079,4.54,357.33
39080,8.66,275.27
39081,11.64,141.23
39082,-26.95,225.12
39083,-18.69,243.62
39084,10.48,247.01
39085,-26.09,226.97
39086,16.92,337.18
39087,7.03,276.76
39088,14.12,236.91
39089,21.14,180.05
39090,24.9,165.62
39091,18.46,235.56
39092,36.37,310.89
39093,-1.32,176.41
39094,-3.56,152.24
39095,37.28,293.4
39096,-49.39,337.5
39097,-62.67,300.03
39098,-21.03,165.43
39099,11.18,169.68
39100,8.74,186.57
39101,35.01,311.44
39102,9.41,273.14
39103,9.17,224.16
39104,-21.72,288.7
39105,-18.24,286.58
39106,-8.11,160.59
39107,36.57,306.46
39108,26.26,327.21
39109,14.05,124.39
39110,-58.9,315.47
39111,-47.94,354.99
39112,-60.13,306.75
39113,-62.6,299.01
39114,-10.0,202.85
39115,-17.32,210.6
39116,15.8,131.89
39117,1.9,217.65
39118,-50.47,340.65
39119,-62.21,300.96
39120,33.58,291.44
39121,19.27,296.66
39122,43.1,145.17
39123,30.28,155.31
39124,27.27,181.52
39125,-14.73,214.4
39126,41.92,155.06
39127,44.51,141.74
39128,-7.4,178.75
39129,-20.24,270.45
39130,-55.81,66.92
39131,-56.36,318.52
39132,-60.97,307.0
39133,-60.74,308.38
39134,9.05,275.89
39135,-9.81,168.98
39136,25.01,122.01
39137,-17.61,262.34
39138,-58.76,308.61
39139,-54.96,339.29
39140,-58.73,328.95
39141,-50.45,320.17
39143,-0.55,312.22
39144,-59.44,299.87
39145,-58.53,342.68
39146,-48.41,338.69
39147,-51.04,340.24
39148,17.92,309.24
39149,23.5,306.35
39150,15.28,336.78
39151,24.01,301.82
39152,25.54,125.13
39153,34.58,171.34
39154,-7.5,192.08
39155,15.08,160.1
39156,18.98,293.59
39157,4.29,7.85
39158,21.43,288.92
39159,14.36,299.04
39160,38.57,189.17
39161,-11.71,13.79
39162,11.29,215.35
39163,-11.75,169.53
39164,5.74,257.16
39165,7.15,281.09
39166,-8.75,189.0
39167,14.73,197.86
39168,19.43,340.62
39169,17.69,325.96
39170,-8.22,160.3
39171,-15.66,207.81
39173,-33.24,343.07
39174,52.76,205.85
39175,46.14,171.26
39176,-9.39,12.88
39178,10.19,319.88
39179,-3.81,10.7
39181,-9.18,12.98
39182,56.6,219.7
39183,18.25,297.04
39184,15.65,298.67
39185,-11.97,322.44
39186,4.23,358.81
39187,31.78,315.79
39188,22.49,287.41
39189,-1.9,351.12
39190,36.91,325.36
39191,-9.88,3.51
39192,16.91,343.65
39193,28.99,336.43
39194,26.85,330.87
39195,34.29,288.78
39196,28.67,333.99
39197,24.07,306.87
39198,-0.09,150.21
39199,27.78,344.53
39200,20.19,302.96
39201,26.51,343.59
39202,19.87,323.22
39203,21.4,334.0
39204,10.44,63.09
39205,-13.83,163.59
39206,11.88,242.48
39207,0.41,79.15
39209,-1.82,166.39
39210,25.06,327.12
39211,-13.67,187.91
39212,8.87,126.33
39213,-13.29,166.64
39214,7.86,192.99
39215,1.01,173.04
39216,35.29,322.99
39217,22.47,317.82
39218,23.56,297.71
39219,22.56,210.44
39220,11.21,242.18
39221,31.18,288.31
39223,-7.19,226.43
39224,-15.93,196.86
39225,6.83,240.35
39226,-8.36,214.28
39227,23.74,308.85
39228,-2.66,150.46
39229,-13.11,143.57
39230,-8.41,163.48
39231,-9.04,159.2
39232,28.07,291.03
39233,-56.45,181.85
39234,26.18,306.72
39235,-2.82,320.86
39236,24.62,302.97
39237,31.07,310.09
39238,20.3,273.05
39239,0.06,355.79
39240,19.97,293.33
39241,8.46,337.78
39242,0.71,312.15
39243,11.41,316.71
39244,9.96,299.79
39245,20.86,305.44
39246,-8.06,325.4
39247,10.28,299.17
39248,-0.82,316.2
39250,-32.15,308.15
39251,-29.85,309.96
39252,26.33,287.57
39253,-34.21,306.29
39254,16.16,298.84
39255,10.36,225.33
39257,-37.17,350.45
39258,16.29,298.78
39259,-37.73,100.5
39260,-61.57,241.81
39261,-49.54,356.37
39262,-16.32,321.53
39263,-37.81,77.52
39264,-10.53,13.43
39265,-11.62,13.73
39266,-14.48,215.07
39267,-50.21,319.91
39268,26.93,312.02
39269,8.87,306.14
39271,29.52,305.89
39272,-3.89,325.54
39273,-32.15,103.24
39274,8.51,263.05
39275,-14.64,159.6
39276,16.47,332.26
39277,20.38,285.76
39278,-48.48,54.49
39279,-54.8,323.71
39280,-50.08,306.31
39281,-48.18,143.33
39282,-43.83,50.9
39283,-45.75,87.93
39284,-43.6,320.81
39285,-37.23,350.56
39286,-32.81,89.12
39288,-29.83,101.75
39289,-60.36,301.52
39291,-33.55,110.77
39292,-11.68,326.54
39293,-38.67,48.27
39295,-45.72,47.1
39297,-54.22,317.15
39298,-34.56,260.64
39301,-26.38,245.09
39302,-26.81,238.23
39305,-33.39,231.24
39393,-4.76,155.05
39433,5.53,272.77
39456,-10.38,208.79
39457,-6.41,191.49
39566,18.38,214.44
39567,3.59,253.53
39595,-29.04,355.96
39596,-28.49,347.5
39597,-22.57,3.27
39598,-11.13,322.88
39599,-35.49,2.85
39601,-33.42,353.25
39603,-9.2,160.51
39604,2.21,207.03
39605,15.04,121.52
39606,19.45,121.5
39607,24.84,283.92
39608,-34.69,273.47
39609,28.28,323.45
39610,25.02,282.82
39611,36.72,331.03
39612,26.96,282.26
39613,40.26,139.86
39614,45.23,141.54
39616,37.54,137.32
39617,25.25,121.71
39618,-26.37,322.71
39619,-32.63,330.1
39620,-29.41,345.96
39621,-34.21,69.73
39622,-29.01,321.36
39623,-18.16,320.43
39624,-34.91,323.67
39625,-31.48,343.06
39626,-34.65,359.95
39627,-31.74,355.52
39629,26.72,272.66
39630,-16.02,168.22
39631,32.11,142.44
39632,-19.8,181.82
39633,-15.0,195.78
39634,-16.51,168.24
39635,-2.94,152.79
39637,24.58,306.94
39638,-19.15,190.2
39639,3.18,172.97
39640,26.74,292.18
39641,7.7,126.6
39642,28.57,286.35
39643,-14.31,167.65
39644,-11.42,208.19
39646,-54.41,342.18
39647,-57.02,67.62
39648,-55.91,58.97
39649,-60.21,300.46
39650,-40.2,23.44
39651,-52.39,319.25
39652,-46.26,87.89
39653,-47.0,51.52
39654,-41.9,40.44
39656,24.16,328.75
39657,-38.42,88.19
39658,25.27,286.35
39659,-52.99,101.83
39660,28.36,294.12
39661,-63.35,155.62
39662,-33.14,80.14
39663,-21.92,83.04
39664,-48.66,201.01
39665,25.12,300.89
39666,-24.99,70.59
39667,8.15,340.44
39668,34.67,295.53
39669,-33.17,78.01
39670,-31.47,94.94
39671,-23.67,98.26
39672,4.09,310.38
39673,-48.15,162.18
39674,25.47,314.2
39675,31.07,333.12
39676,35.34,325.5
39677,-42.77,68.37
39678,36.55,327.92
39679,-44.24,85.98
39680,-39.33,93.24
39681,28.81,323.97
39682,-29.78,331.72
39683,-25.99,329.85
39684,-33.6,336.69
39685,-42.57,199.01
39686,-27.81,358.58
39687,-31.8,350.1
39688,-29.61,348.81
39690,-31.98,128.31
39692,-48.83,331.6
39693,-53.5,317.28
39694,-54.54,85.44
39708,42.51,292.17
39714,-53.54,330.19
39715,-48.08,337.14
39744,-55.17,334.99
39745,-57.13,280.89
39749,-59.77,304.67
39751,-62.59,298.91
39759,-62.14,307.76
39779,24.44,278.58
39780,15.81,298.93
39781,17.76,311.73
39782,20.14,324.89
39784,26.85,321.46
39801,-33.23,54.57
39806,-42.71,95.03
39808,-27.43,37.51
39825,11.55,165.58
39827,52.93,209.15
39830,60.15,212.86
39853,52.82,225.73
39889,59.96,215.73
39890,43.12,312.18
39891,34.44,320.88
39892,38.65,303.3
39893,54.11,226.93
39894,30.53,225.54
39900,58.78,220.17
39907,31.35,282.79
39908,32.81,284.48
39909,28.24,287.74
39967,53.35,198.9
39969,-50.07,91.92
39972,-31.99,325.02
39973,-28.92,346.2
39974,32.7,146.01
39986,39.64,200.25
39994,24.3,206.66
39995,33.82,233.74
39996,37.94,199.49
39997,30.51,208.29
39998,25.07,122.12
40003,27.69,129.01
40006,43.4,204.47
40007,33.2,163.42
40008,29.59,292.18
40009,33.78,291.11
40010,29.18,289.83
40044,25.51,306.73
40045,22.97,312.66
40046,21.25,320.48
40047,36.56,303.93
40078,27.56,283.29
40079,32.19,322.28
40080,24.22,155.76
40081,37.1,171.85
40082,42.3,184.37
40083,39.69,159.91
40084,8.12,52.94
40087,7.24,220.53
40118,32.55,183.65
40135,37.87,198.89
40172,32.01,238.01
40173,25.69,237.08
40174,41.03,234.3
40175,56.67,224.58
40176,41.28,288.75
40177,44.01,232.74
40178,42.88,235.47
40179,33.85,284.33
40180,31.93,330.77
40181,37.77,229.79
40273,8.7,69.61
40275,15.46,82.26
40294,52.11,349.49
40295,-13.68,57.76
40296,-56.81,356.43
40297,8.36,98.19
40298,17.67,83.64
40301,-54.71,325.11
40304,-53.55,265.43
40310,-52.67,335.84
40313,-47.65,357.57
40415,-59.71,292.78
40419,42.03,28.42
40420,42.17,29.63
40421,41.42,28.53
40422,44.02,30.17
40423,42.14,34.96
40424,45.31,32.65
40425,-28.84,97.92
40426,42.14,34.38
40427,41.16,30.21
40428,41.26,29.46
40429,18.78,285.77
40430,39.89,301.6
40431,16.93,299.45
40434,-27.47,263.52
40435,-33.92,236.54
40436,-14.89,215.48
40437,-28.59,223.92
40438,-28.15,218.55
40457,60.35,306.86
40458,58.02,352.86
40548,-63.12,183.79
40549,-8.08,39.61
40550,-39.46,145.2
40551,-22.01,35.59
40552,8.27,50.17
40553,-10.68,40.85
40554,-43.73,163.3
40555,-0.64,42.36
40556,-23.79,35.51
40557,-55.87,171.01
40676,-47.16,91.45
40686,-41.79,82.8
40715,17.73,129.78
40875,10.38,137.41
40880,41.85,326.01
40881,-63.19,308.4
41049,-20.8,231.8
41051,-29.62,247.25
41053,-31.13,258.03
41054,-26.33,259.64
41056,-27.31,244.8
41057,-30.92,251.96
41061,38.71,219.37
41062,-26.92,262.59
41063,-26.18,249.26
41064,-34.78,250.67
41065,38.04,228.64
41066,29.6,213.99
41067,39.89,205.36
41068,-11.55,153.01
41069,8.39,202.65
41070,29.18,203.72
41071,14.78,203.82
41072,-34.43,241.49
41073,-29.13,255.05
41074,-20.57,278.36
41075,-23.07,225.13
41076,-21.49,224.35
41077,5.78,157.18
41078,-27.4,261.8
41079,-28.83,267.65
41080,19.77,289.42
41081,25.03,305.05
41082,-30.54,253.46
41083,-21.02,178.04
41084,-14.89,168.04
41085,-13.46,161.11
41086,-14.94,212.34
41087,-37.79,286.04
41088,-27.22,260.79
41089,-34.92,284.26
41090,-35.67,235.49
41091,-37.38,249.98
41092,-19.86,163.67
41093,-16.84,177.39
41094,-17.86,146.14
41095,-27.35,224.03
41096,-24.39,215.53
41097,-25.69,246.01
41098,18.7,110.81
41099,30.47,128.5
41100,8.84,100.43
41101,0.5,104.42
41102,22.65,121.05
41103,41.71,142.6
41104,22.22,114.67
41105,18.57,117.17
41106,27.75,125.31
41107,37.41,129.57
41109,-44.72,93.89
41110,27.49,126.45
41111,18.2,110.39
41113,25.5,125.09
41114,33.51,133.68
41115,17.18,107.33
41116,29.88,129.84
41117,20.24,111.46
41118,41.01,141.39
41119,22.43,120.06
41120,28.32,122.23
41121,37.69,129.29
41122,41.16,130.8
41123,36.67,136.09
41124,35.42,204.5
41125,21.15,118.23
41126,-2.53,106.9
41127,28.67,147.66
41128,9.65,107.81
41129,35.79,129.64
41130,39.52,140.05
41132,41.32,140.81
41133,17.63,110.24
41134,27.46,128.79
41135,39.99,141.97
41136,37.92,215.17
41137,28.37,126.32
41138,24.21,120.45
41139,18.62,110.76
41140,22.36,120.92
41141,31.75,187.28
41142,24.41,123.87
41143,21.75,182.93
41144,43.81,141.39
41145,8.36,106.55
41146,19.15,106.43
41147,24.46,124.15
41149,42.81,216.2
41150,-2.71,107.62
41151,32.18,142.79
41152,30.82,130.31
41153,15.7,110.07
41154,19.67,115.6
41155,21.28,114.22
41156,13.54,109.55
41157,18.84,106.94
41158,35.83,136.0
41159,26.33,174.75
41160,6.16,102.33
41161,7.76,102.54
41162,22.12,120.98
41163,6.98,105.43
41164,15.66,108.78
41165,14.03,109.72
41166,18.38,110.01
41167,35.35,208.88
41168,18.12,109.92
41169,10.41,107.19
41171,19.59,117.18
41172,34.49,129.28
41173,31.18,131.0
41174,24.26,124.02
41175,14.63,109.36
41176,27.08,126.95
41232,-48.31,112.34
41235,-52.66,129.54
41236,2.94,81.94
41243,-28.8,49.94
41248,32.77,129.35
41249,21.9,114.19
41250,15.7,109.6
41251,14.91,109.44
41252,-9.87,167.21
41253,11.31,182.1
41254,-8.17,168.54
41255,8.72,171.21
41256,-6.74,147.94
41257,7.44,135.5
41258,26.57,142.23
41259,-12.71,143.44
41260,39.76,216.09
41261,-10.3,166.33
41262,-13.24,187.79
41263,8.77,217.19
41264,-10.17,166.24
41265,-13.23,196.89
41266,-9.78,143.3
41267,-10.71,152.95
41268,8.25,162.96
41269,17.72,122.46
41270,13.24,124.18
41271,-17.83,179.54
41272,19.01,121.94
41273,-8.54,179.19
41274,-37.54,245.41
41275,1.86,124.72
41276,29.72,169.5
41277,-2.89,151.41
41278,-40.73,173.84
41279,-45.94,166.43
41280,-43.62,285.18
41281,-47.63,284.75
41282,-63.3,297.76
41283,-39.04,286.7
41284,-35.17,115.85
41285,10.22,169.99
41286,-36.45,174.04
41287,-48.93,284.28
41288,-35.79,173.59
41289,-31.5,197.25
41290,-28.98,344.57
41291,-56.06,13.97
41292,-56.8,327.83
41293,-51.26,345.98
41294,-46.63,37.88
