ID,elat,elon
65511270,32.41,33.72
65511330,36.1,35.2
65511390,36.0,35.69
65511400,66.79,10.37
65511450,62.2,359.93
65511570,63.5,359.51
65511590,65.07,8.02
65511600,61.89,342.35
65511680,65.05,8.13
65511700,61.76,359.69
65511730,63.09,351.54
65511770,64.58,336.08
65511790,61.75,332.67
65511800,58.19,0.42
65511810,62.48,352.18
65511820,62.11,359.89
65512260,62.59,351.13
65512330,62.47,359.27
65512370,7.22,273.32
65512380,-4.0,226.42
65512410,14.0,262.06
65512420,13.34,249.85
65512430,2.71,266.09
65512440,-65.43,145.08
65512560,-65.67,142.47
65512590,-65.84,148.74
65512600,-65.16,133.24
65512610,-65.52,134.84
65512670,-58.18,177.64
65512690,-59.04,177.11
65512710,-52.24,177.7
65512720,-59.21,167.15
65512730,-54.69,173.72
65512750,-58.69,297.49
65513270,-59.32,305.42
65513740,35.16,355.66
65513750,37.08,7.16
65513810,63.1,348.46
65513820,62.05,339.07
65514390,61.93,2.39
65514400,66.79,10.77
65514480,42.78,17.09
65514580,36.02,357.03
65514600,36.44,355.84
65514660,35.84,355.78
65515270,17.86,196.43
65515280,-7.52,221.55
65515360,17.38,216.89
65515400,0.81,272.67
65515410,7.77,281.46
65515460,19.6,92.01
65515470,12.43,84.58
65515480,7.33,95.94
65515550,7.33,93.61
65515570,2.56,73.13
65515590,13.57,92.96
65515670,14.61,82.98
65515680,15.83,94.06
65515700,61.85,332.56
65515750,70.38,12.05
65515770,58.59,332.33
65515780,60.76,349.99
65515790,62.08,340.81
65515820,59.99,345.5
65516370,60.94,0.59
65516380,63.08,5.29
65516460,66.93,339.97
65516530,60.13,336.15
65516580,11.84,254.48
65516590,5.67,271.99
65516600,10.42,239.61
65516650,18.35,216.51
65516670,11.61,271.78
65516680,10.13,250.93
65516790,14.83,228.79
65516820,6.75,273.5
65517260,4.72,274.01
65517380,18.48,223.38
65518340,9.5,126.63
65518400,10.03,128.27
65518690,9.83,126.23
65518720,10.19,126.42
65518730,-3.31,118.83
65518740,15.03,140.01
65518790,11.65,126.0
65519260,10.18,143.17
65519350,6.4,136.84
65519400,-1.37,158.08
65519410,8.15,134.6
65519700,61.98,350.35
65519750,59.35,343.27
65519760,59.74,338.56
65519820,61.15,356.98
65580230,-54.35,184.76
65580240,-55.71,193.92
65580270,-63.68,183.84
65580290,-55.58,180.04
65580600,64.58,319.64
65580620,62.65,317.68
65580640,68.39,331.41
65580650,56.84,305.71
65580660,68.82,333.96
65581610,67.93,328.69
65582180,66.92,338.16
65582250,66.78,338.21
65582260,60.75,312.88
65582290,70.13,336.41
65582690,-65.78,149.03
65582750,-65.39,147.6
65582860,-65.55,157.99
65583220,-65.84,142.84
65583340,-65.5,136.79
65589200,-11.75,216.69
65589210,-9.09,215.28
65589570,-11.73,216.67
65600530,-29.44,314.21
65600550,-22.04,321.65
65600920,-21.6,322.74
65600930,-38.93,322.65
65602540,-35.25,124.8
65602990,-46.26,172.14
65603490,-48.71,171.75
65603500,-48.75,179.12
65603530,-42.21,111.61
65603550,-59.13,154.61
65604500,-52.06,179.9
65604530,-34.02,119.82
65604540,-57.9,142.43
65604910,-48.55,170.35
65604980,-7.1,128.5
65605520,-9.96,86.15
65605530,-24.0,101.35
65605540,-2.47,83.85
65605550,-12.25,110.56
65605980,2.24,95.75
65606490,-1.28,83.21
65606520,12.39,92.69
65606530,15.25,89.95
65606540,13.46,198.15
65607520,-1.25,153.06
65607540,-1.42,173.83
65607890,8.48,194.84
65607910,15.19,199.61
65607920,13.74,187.83
65608520,24.3,177.01
65608530,-1.36,176.06
65608540,-1.57,170.21
65610140,37.83,3.24
65610150,35.72,359.09
65610160,35.85,359.96
65610170,36.33,358.27
65610180,35.63,358.88
65610260,35.62,358.88
65610540,35.73,358.91
65610580,35.53,357.32
65611120,38.26,3.09
65611130,37.08,4.8
65611140,36.18,1.37
65611190,36.3,0.47
65611290,36.37,0.12
65611430,35.1,358.08
65611590,35.17,357.56
65611860,36.3,0.59
65612130,36.72,358.31
65612140,35.53,356.34
65612150,37.06,2.59
65612170,36.6,2.01
65612180,35.87,359.77
65612190,35.61,358.87
65612280,35.66,358.93
65612430,35.74,358.89
65612490,36.18,358.44
65612580,35.92,359.96
65613130,35.4,357.51
65613140,35.61,358.88
65613150,35.84,359.49
65613170,35.66,358.78
65613180,36.61,1.87
65613260,36.55,1.53
65613270,36.91,358.7
65613290,59.56,343.55
65613430,-53.98,184.36
65613490,-58.9,183.45
65613530,-60.5,171.86
65613550,-60.27,167.93
65613580,-58.94,171.81
65614150,-50.95,319.18
65614160,-51.43,322.26
65614170,-60.18,298.05
65614270,-49.88,307.32
65614430,-60.12,299.49
65615120,-60.35,180.94
65615130,-52.39,187.44
65615140,-44.28,181.21
65615150,-46.22,174.92
65615180,-60.85,190.65
65616260,34.94,24.46
65616590,33.85,21.97
65616860,33.83,26.52
65617120,35.36,33.34
65617130,34.35,33.43
65619160,-65.38,357.03
65619170,-61.61,0.31
65619180,-53.8,355.94
65619520,-59.53,355.98
65619540,-63.02,358.89
65619570,-55.42,172.01
65643790,-1.34,1.61
65661790,-17.45,113.19
65661990,-42.97,160.44
65662790,9.28,126.51
65662990,10.92,99.9
65663770,-42.33,159.22
65663970,-47.05,167.62
65667790,18.42,121.75
65668970,-45.07,152.8
65686,46.23,305.31
65687,47.51,333.61
65700950,-6.97,105.07
65700970,-9.78,99.98
65700980,5.06,64.73
65700990,-6.48,39.15
65701020,-8.22,62.6
65701110,1.83,45.02
65701120,0.98,43.89
65701130,-29.65,72.9
65701160,-35.67,32.75
65701170,-36.22,19.83
65701190,14.03,217.15
65701230,-9.21,211.18
65701620,15.95,229.84
65701760,-11.25,210.8
65701770,-13.06,207.57
65701780,-10.68,207.36
65701790,-11.15,205.37
65701840,7.61,238.37
65701850,13.13,229.71
65701970,14.1,222.33
65701980,6.27,74.1
65702110,6.87,69.17
65702140,15.42,55.91
65702150,20.06,60.57
65702200,12.53,256.98
65702210,9.0,263.51
65702620,7.98,267.67
65702630,7.72,273.88
65702760,13.69,237.58
65702770,-10.25,221.46
65702780,13.22,238.49
65702810,-6.41,200.81
65702840,-5.18,202.43
65702850,-9.82,221.88
65702960,14.03,261.28
65702970,10.89,255.29
65702980,-1.75,213.78
65703100,-3.24,183.65
65703120,17.52,232.04
65703130,-9.16,219.53
65703140,-11.13,222.81
65703190,11.31,227.2
65703200,10.23,234.11
65703210,19.07,272.45
65703450,10.41,278.1
65703760,9.41,280.1
65704460,4.98,94.63
65704630,67.91,329.81
65704760,43.82,350.64
65704770,42.61,347.61
65704780,64.82,347.47
65704790,36.35,337.66
65704800,65.73,351.7
65704850,48.12,350.56
65704960,43.39,356.8
65705460,51.36,347.07
65705470,50.41,352.75
65705620,36.96,327.14
65705750,70.0,349.75
65705760,56.01,308.3
65705770,60.41,320.84
65705780,60.59,310.89
65705790,61.9,319.26
65705800,56.61,331.37
65705840,63.41,319.12
65706120,31.87,25.09
65706130,31.58,25.51
65706140,35.5,356.35
65706150,36.32,0.53
65706180,42.62,17.31
65706620,-40.36,65.69
65706750,-42.77,68.35
65706760,-46.23,68.62
65706770,-41.43,66.32
65706790,-42.72,84.2
65706800,-39.76,106.85
65706830,-38.76,67.97
65706840,-33.07,64.96
65706950,-44.97,44.1
65706960,-37.86,81.35
65706970,-49.71,92.37
65706980,-40.67,95.44
65706990,-44.8,103.85
65707090,-48.89,83.23
65707100,-36.53,83.38
65707110,-43.4,80.74
65707120,-41.07,94.45
65707140,-36.09,68.16
65707150,-32.55,66.73
65707160,-44.88,93.62
65707170,-45.32,88.55
65707180,-44.32,91.5
65707190,-46.42,87.2
65707200,-48.19,85.35
65707210,-48.1,74.16
65707220,-50.99,74.63
65707480,-48.65,75.72
65707620,-50.39,73.29
65707650,-48.69,63.36
65707770,-45.35,26.17
65707810,-39.91,23.87
65707830,-37.36,39.9
65707950,55.64,164.8
65707970,45.8,179.92
65707980,49.02,159.54
65707990,36.84,174.59
65708100,42.26,177.26
65708110,47.95,187.68
65708120,34.93,164.7
65708130,43.87,183.55
65708140,40.65,169.66
65708150,46.68,174.06
65708170,41.37,172.96
65708190,52.98,172.49
65708200,40.05,183.1
65708450,31.89,187.36
65708610,36.3,162.86
65708620,46.2,195.57
65708750,-48.4,59.21
65708760,-47.72,58.9
65708770,-48.18,58.17
65708780,-47.93,60.78
65708960,-36.69,184.37
65708970,-21.38,196.4
65708980,-35.77,185.66
65709100,-40.99,183.16
65709110,-33.9,195.6
65709120,-16.4,208.2
65709130,-24.41,180.52
65709150,-20.14,221.62
65709800,-28.46,74.93
65709840,-13.12,108.79
65709950,-57.97,82.63
65709960,-30.2,93.82
65709970,-35.24,102.01
65709980,-53.25,99.69
65709990,84.71,157.19
65710080,-49.73,178.25
65710130,-57.97,179.52
65710170,-63.78,182.39
65710210,-60.75,171.54
65710240,5.18,274.28
65711050,-3.11,273.61
65711060,8.94,246.53
65711140,12.49,236.92
65711150,-4.03,270.8
65711230,17.24,226.65
65711240,14.09,234.05
65711390,5.3,271.95
65711430,7.14,253.42
65711440,8.99,274.91
65716060,65.04,336.31
65716120,59.74,320.49
65716130,63.28,339.14
65716140,63.56,338.67
65740200,29.73,306.07
65740220,60.17,314.57
65740230,34.31,309.18
65740600,4.15,6.32
65740700,23.31,317.81
65740710,22.19,311.03
65740820,-9.76,324.17
65741210,-13.18,339.95
65741230,46.51,342.0
65741690,19.83,300.5
65741790,82.03,15.37
65741830,-8.73,337.24
65742590,-12.48,339.61
65742620,-9.51,351.17
65742680,66.86,3.67
65743210,-0.51,311.9
65743750,26.76,326.22
65743760,70.9,17.85
65743790,18.8,312.1
65744690,-8.67,358.23
65744710,-6.86,9.77
65744760,28.83,316.42
65744810,22.96,303.54
65745210,-14.7,343.93
65745620,-5.04,323.97
65745690,59.91,331.5
65745760,64.75,337.24
65745780,82.6,44.63
65746220,-11.77,348.5
65746680,5.13,356.56
65746690,-6.33,4.57
65746740,70.71,29.87
65746780,29.01,300.72
65746800,-7.39,1.93
65746810,25.91,305.37
65747190,-8.47,2.32
65747220,43.83,306.8
65747610,35.04,310.94
65747760,63.37,7.74
65747770,33.43,332.6
65748190,54.76,324.52
65748610,34.23,322.41
65748690,61.84,355.19
65748750,63.88,348.73
65748780,13.22,298.57
65748790,-2.27,318.05
65748800,67.86,4.65
65748810,17.68,329.72
65748820,-4.23,7.14
65749220,49.15,314.63
65749570,32.18,328.08
65749620,36.86,338.24
65749690,70.93,24.49
65749760,-8.3,356.18
65749780,13.96,322.23
65749810,28.36,301.25
65749820,-12.06,324.03
65760000,19.45,122.17
65760010,-40.54,153.28
65761000,-43.22,148.44
65765000,-41.53,151.97
65800000,86.36,47.81
65800030,85.58,143.09
65800040,80.98,118.62
65801030,83.59,90.77
65801040,86.84,48.13
65802000,87.16,63.46
65802030,84.21,74.33
65802080,-59.69,102.24
65803030,-59.85,116.94
65803080,-6.43,80.09
65804000,-17.89,115.67
65804030,-20.31,89.59
65804070,-6.27,75.81
65804080,-17.84,93.7
65805030,-16.08,104.58
65807080,-24.92,111.08
65809080,-20.42,108.48
65845650,1.14,9.34
65846360,-1.19,4.71
65846370,-3.44,10.64
65846540,5.65,5.06
65847270,1.07,9.38
65847360,3.33,9.77
65847540,-7.64,327.78
65848370,0.21,9.27
65920130,24.58,284.39
65940930,27.54,271.2
65942880,21.92,288.13
65949910,26.67,280.01
66031070,-35.16,327.57
66035310,-32.72,325.35
66036090,-38.31,341.77
66036320,-36.47,317.74
66038070,-41.12,330.29
66089200,49.55,329.13
66203920,39.88,2.68
66291530,33.02,281.32
66299660,27.26,286.72
66300390,37.05,7.47
66303410,37.32,9.56
66303440,38.8,1.47
66305420,41.25,9.33
66305430,42.74,4.42
66305440,39.25,3.15
66306020,36.94,11.47
66306050,35.24,357.24
66306380,-9.37,215.75
66306430,-10.87,218.05
66307460,-10.56,219.15
66308040,-8.96,215.46
66308440,-8.95,215.49
66308450,-11.01,208.86
66309010,-7.59,208.3
66309020,-16.93,216.83
66309420,-16.69,209.05
66309430,47.52,226.09
66309460,55.95,225.26
66313040,22.28,215.08
66313050,24.24,212.92
66313060,25.85,215.48
66313070,26.51,213.1
66313080,31.79,214.26
66313110,32.03,212.26
66313140,31.94,215.06
66313160,32.42,212.24
66313320,30.54,211.19
66313330,30.51,211.31
66313450,30.13,212.54
66313470,30.82,211.04
66313480,17.37,207.53
66313590,17.42,204.58
66313830,20.09,207.29
66313870,18.25,212.66
66313880,29.98,215.5
66314010,30.66,214.53
66314030,32.77,213.27
66314040,30.52,215.56
66316270,24.71,212.68
66316380,24.73,212.55
66316450,24.1,215.71
66316460,25.14,214.44
66316470,20.21,211.2
66316480,21.78,213.37
66316550,22.67,214.43
66316570,25.96,214.64
66316590,33.94,217.33
66316860,33.96,217.34
66316870,32.64,216.88
66316880,33.41,219.78
66332830,-4.77,322.99
66332850,1.25,9.07
66332950,-17.03,349.49
66332970,-24.91,353.16
66333790,-7.16,329.28
66333810,2.03,353.54
66333820,1.44,0.74
66334170,3.22,344.92
66398370,41.6,291.96
66399370,40.81,298.58
66431400,46.9,152.91
66431870,40.04,159.98
66431890,41.05,151.18
66432020,40.54,150.04
66432030,42.41,152.96
66432250,51.69,159.81
66432270,37.41,165.4
66432290,38.69,155.74
66432300,40.72,169.47
66432330,-36.8,21.21
66432410,-36.94,20.35
66432890,-34.41,22.22
66432900,-37.96,17.44
66432970,-34.34,22.13
66433000,-36.28,20.19
66433290,-69.21,351.35
66433300,-63.92,304.64
66433390,-59.32,1.28
66433400,-64.0,4.27
66435900,20.8,325.37
66512580,4.22,342.83
66512640,2.28,349.28
66515710,26.93,301.81
66517980,-2.8,260.72
66517990,22.38,297.3
66610840,49.69,224.56
66610940,52.67,231.05
66611840,48.6,229.19
66611940,53.42,227.37
66611970,51.28,223.21
66612030,-9.89,213.04
66612850,48.44,229.8
66612940,26.75,144.15
66612950,31.85,169.04
66612970,36.05,185.9
66613850,23.75,144.3
66613930,29.79,141.97
66613950,37.03,158.48
66613960,32.45,187.87
66614860,36.29,188.09
66614930,18.2,294.51
66614940,19.47,291.19
66614960,28.26,270.38
66615910,31.62,286.5
66618960,-9.07,215.32
66618970,-9.3,215.18
66619850,-11.67,216.6
66619910,-10.25,214.85
66619920,-10.03,215.67
66619950,19.83,320.54
66619960,20.16,331.35
66709,43.78,328.35
66710,48.01,350.72
66710030,31.09,283.55
66710170,29.87,284.28
66710760,-15.34,209.67
66710820,-16.39,214.6
66710830,-14.4,213.73
66710840,-17.18,218.59
66710850,-9.96,215.45
66711,42.89,344.39
66711040,-8.89,216.45
66711050,-10.29,215.09
66711340,-8.96,216.37
66712,45.47,338.19
66712100,-8.94,215.48
66712160,-9.05,215.33
66712370,-13.41,73.35
66713,36.31,332.78
66713110,-8.96,215.39
66713330,-10.53,219.18
66714,69.35,16.72
66714090,-25.47,76.32
66714190,-24.13,51.94
66714280,-16.61,59.17
66715,60.78,337.76
66716,43.46,303.68
66717,42.94,5.23
66717030,-14.72,106.13
66717330,-15.34,52.26
66718,36.76,10.48
66719,41.98,333.45
66720,48.92,316.8
66721,49.97,310.59
66722,47.31,333.61
66723,40.86,335.44
66724,37.72,331.71
66725,22.67,331.95
66726,57.78,337.39
66727,53.07,316.37
66728,46.85,316.03
66729,56.67,302.9
66730,58.43,330.38
66731,59.11,350.28
66732,59.81,350.04
66733,56.31,323.97
66734,60.82,319.31
66735,52.77,319.85
66736,61.99,299.86
66737,55.79,349.57
66738,46.31,342.37
6686,22.41,290.53
6687,22.88,287.64
66873940,-44.63,318.98
66875930,-37.48,324.32
66876920,-41.43,317.81
66877930,-40.51,323.97
66879920,-37.22,323.34
6688,19.81,279.85
6689,25.27,282.18
6690,20.32,306.05
66913350,-6.45,55.3
66914910,-11.86,72.22
66916340,-17.84,60.68
66917910,1.02,63.71
66922760,-35.42,347.55
66971150,-36.46,327.21
66973990,40.58,305.78
66975210,-44.86,307.78
66975220,-37.46,324.62
66978210,-37.76,314.6
66979210,-43.41,328.74
67001450,-9.11,215.07
67004250,-10.46,216.2
67005240,26.51,299.12
67007420,-10.69,219.51
67112300,19.57,335.9
67112360,22.43,333.59
67113250,11.57,335.49
67113280,14.7,333.96
67114340,17.26,330.6
67115250,15.97,333.89
67117300,18.01,328.27
67118270,22.71,312.34
67118280,18.89,325.75
67119270,22.6,312.23
67162,40.02,139.71
67163,39.32,128.25
67164,41.25,155.29
67165,37.86,128.98
67166,39.74,139.52
67167,41.35,130.26
67168,39.29,131.37
67169,50.12,142.0
67170,39.99,156.16
67171,41.89,130.22
67172,39.59,134.33
67173,39.6,127.8
67175,41.07,131.66
67176,41.41,129.85
67177,35.93,129.6
67178,36.08,135.91
67179,41.49,150.38
67180,39.76,132.01
67181,37.65,136.82
67182,36.48,133.44
67183,38.31,131.78
67184,39.26,137.17
67185,39.17,130.15
67187,39.6,136.87
67190,41.0,140.29
67191,42.71,140.0
67192,41.54,129.9
67193,42.99,145.11
67194,38.05,134.26
67196,37.97,138.21
67197,43.67,140.24
67199,44.44,143.29
67200,37.21,135.49
67200250,-8.26,217.35
67200870,-13.6,202.33
67201,42.11,139.52
67201530,22.83,301.68
67202520,-6.32,222.61
67203340,31.94,321.29
67204360,-5.33,232.39
67206560,-7.78,212.71
67206860,-3.96,349.56
67207250,-7.13,6.5
67208280,-7.81,349.39
67208370,12.88,334.22
67208590,29.92,314.56
67208600,-8.85,214.12
67209360,30.31,319.28
67244410,6.57,270.72
67244610,5.59,269.95
67244660,6.3,268.57
67245630,7.98,264.73
67245730,8.59,263.33
67245780,9.63,262.73
67246610,9.42,261.27
67246630,13.45,252.21
67246660,9.24,259.81
67246790,15.9,255.09
67379,-40.72,175.12
67380,-18.89,36.24
67381,-25.72,217.52
67382,-15.32,69.95
67387,20.29,86.71
67389,13.02,92.69
67390,11.55,92.18
67391,16.52,82.36
67392,21.11,91.25
67393,20.97,88.46
67394,10.94,84.78
67395,20.96,92.12
67396,19.43,90.99
67397,19.78,93.24
67398,10.77,82.66
67784,-20.32,164.57
67785,-28.58,153.68
67786,-34.83,173.01
67787,-21.58,168.17
67849,-46.77,303.02
67850,-36.83,315.32
67851,36.88,204.84
67852,51.38,179.0
67853,-2.27,320.36
67854,-1.55,315.27
67855,-1.85,315.46
67856,55.35,205.44
67857,7.1,348.23
67859,-35.99,1.34
6786,17.42,278.61
67860,-35.42,332.85
67861,-31.76,317.84
67862,-38.39,309.16
67863,-33.19,320.62
67864,-24.96,321.24
67865,-26.11,319.67
67866,-22.72,319.94
67867,39.38,165.13
67868,52.35,185.51
67869,-19.43,326.13
6787,11.86,317.28
67870,-22.65,322.28
67871,-37.65,337.93
67872,7.77,346.12
67873,-35.66,317.04
67874,-38.41,316.74
67875,-33.11,316.96
67876,-45.77,293.24
67877,-46.18,292.79
67878,40.49,190.34
67879,39.01,186.46
6788,23.3,304.77
67880,-39.49,329.37
67881,-37.77,302.73
67882,36.18,214.1
67883,40.19,183.83
67884,38.0,196.87
67885,-30.52,200.11
67886,-32.01,216.31
67887,-38.22,216.47
67888,-35.81,202.39
67889,-36.6,342.03
6789,30.17,283.1
67891,-35.65,336.63
67892,-42.08,175.31
67893,-30.93,203.15
67895,-36.85,174.96
67896,-28.9,195.96
67897,-37.73,188.13
67898,40.28,189.08
67899,46.74,195.48
6790,16.72,298.25
67900,42.79,180.11
67901,52.03,185.5
67902,38.48,198.91
67903,47.59,215.98
67904,59.05,221.65
67905,36.84,203.07
67906,33.03,184.32
67907,43.23,209.31
67908,42.02,200.72
67909,33.74,172.64
67910,40.28,186.58
67911,44.62,197.42
67912,52.68,218.1
67913,-34.43,175.36
68026,67.16,348.23
68027,68.8,14.48
68028,60.85,358.88
68030,45.41,348.57
68031,70.34,349.14
68032,41.87,304.08
68033,58.9,356.39
68034,53.94,349.85
68035,40.34,348.77
68036,40.53,341.5
68037,49.3,346.3
68038,45.1,337.39
68039,58.95,352.65
68040,57.03,333.21
68041,39.33,344.17
68042,46.66,341.2
68043,41.41,336.85
68044,70.55,22.97
68045,74.02,355.49
68046,28.6,330.0
68047,47.21,332.96
69001,-34.91,339.04
69002,15.44,298.82
69004,-0.44,313.23
69005,10.79,300.76
69016,-25.44,323.89
69017,-31.31,316.28
69018,-40.76,326.9
69020,-28.69,329.16
70247,37.84,11.9
70248,32.12,34.75
70249,38.24,12.06
70250,31.54,32.46
70251,31.57,33.74
70252,33.48,35.19
70253,32.37,33.68
70254,33.29,32.4
70255,33.54,11.13
70256,36.64,13.14
70257,38.38,14.55
70258,32.01,24.84
70259,38.36,15.82
70260,38.29,15.49
70261,38.01,12.27
70262,35.03,12.24
70263,35.9,12.85
70265,35.64,11.03
70266,31.7,15.55
70267,37.27,12.16
70268,35.85,14.8
70269,37.11,10.24
70322,21.83,275.72
70323,15.5,109.64
70324,27.68,129.08
70325,23.23,278.78
70326,36.85,132.73
70328,29.87,284.59
70329,32.15,169.34
70330,29.77,129.18
70331,26.75,280.15
70542,-60.1,124.08
70543,-62.16,306.48
70544,-61.47,305.54
70545,-63.01,305.9
70546,-51.74,353.77
70547,-62.77,306.68
70548,-61.58,305.92
70549,-62.19,304.86
70550,-38.27,71.43
70551,-59.52,132.23
70552,-63.37,296.6
70553,-45.48,44.69
70554,-61.76,306.46
70555,-61.3,307.21
70556,-62.33,306.73
70557,-61.94,305.53
70558,-61.44,306.54
70559,-57.44,305.21
70560,-59.0,68.1
70561,-60.13,312.83
70569,-59.41,307.56
70570,-68.82,289.85
70571,-66.24,293.02
70572,-64.94,294.27
70573,-70.47,282.9
70574,-68.56,289.4
70575,-59.83,301.63
70576,-64.39,298.29
70577,-61.24,302.65
70578,-60.78,303.64
70579,-73.29,275.53
70580,-47.39,356.79
70581,-66.32,287.51
70582,-69.52,282.39
70583,-63.69,298.18
70584,-65.38,287.01
70695,-0.48,98.59
70696,4.26,61.91
70697,5.99,72.38
70699,0.46,72.75
70812,-35.14,98.76
70813,-34.78,220.51
70814,-21.41,83.66
70815,-21.88,220.98
70816,-35.26,255.13
70817,-50.69,166.05
70818,36.97,313.68
70819,22.61,286.5
70820,33.42,306.82
70821,45.04,358.79
70822,44.19,334.87
70823,56.45,353.06
70824,17.15,298.39
70825,55.83,353.18
70826,33.04,314.69
70827,25.44,283.49
70828,37.36,323.04
70829,24.41,302.73
70830,38.17,306.86
70831,28.59,348.74
70832,42.62,350.88
70834,57.26,353.55
70835,63.54,339.77
70836,52.37,349.17
70837,57.33,352.37
70838,24.17,295.94
70839,50.84,313.16
70840,51.6,354.97
70841,56.49,326.65
70842,56.92,353.79
70843,53.82,350.0
70844,65.24,326.51
70845,60.06,358.62
70846,58.22,352.9
70847,59.98,5.09
70848,-20.63,55.35
70849,-22.77,90.56
70850,-44.09,172.63
70851,-11.79,44.48
70852,-23.78,47.59
70853,-36.03,136.75
70854,-21.25,55.28
70855,-54.73,158.8
70856,-31.62,129.7
70858,-60.58,218.75
70859,-11.47,43.8
70860,-54.76,288.95
70862,-18.91,49.13
70863,-5.87,39.39
70864,-9.99,62.69
70865,0.47,73.93
70866,-16.93,49.72
70867,-46.6,284.41
70869,-19.48,103.16
70871,3.08,78.74
70872,0.74,43.6
70873,-59.72,309.34
70875,-16.78,49.76
70876,-47.78,282.64
70877,-21.5,101.97
70878,-50.61,202.71
70879,-38.7,143.1
70880,-50.47,284.35
70881,-28.49,201.54
70882,-52.85,286.18
70883,-55.64,292.33
70884,-54.87,142.01
70885,-56.99,67.97
70886,-55.75,292.43
70887,-54.68,158.8
70889,-31.68,247.73
70890,-31.98,273.97
70891,-30.34,236.57
70892,-31.07,236.97
70893,-26.1,232.75
70894,-29.09,247.36
70895,-31.73,210.93
70896,-44.74,284.94
70897,-28.56,237.85
70898,-29.49,167.96
70899,-38.97,114.69
70901,-21.01,319.29
70902,-39.8,143.78
70903,-54.76,158.72
70904,-42.0,103.04
70905,-16.86,65.84
70906,-23.45,56.03
70907,-34.7,118.61
70908,30.09,217.01
70909,37.11,158.26
70910,15.23,158.03
70911,31.22,167.92
70912,40.15,148.17
70913,34.29,208.68
70914,36.76,202.52
70915,37.22,183.61
70916,59.34,220.59
70917,34.28,229.26
70920,33.2,236.59
70921,35.61,208.48
70923,60.06,212.78
70924,37.91,216.96
70925,21.8,138.33
70926,60.02,212.65
70927,59.99,216.9
70928,-36.52,24.41
70929,-63.25,297.83
70930,-48.22,97.53
70931,-22.06,64.51
70932,-45.6,166.62
70933,-48.39,284.44
70934,-63.22,293.62
70935,-39.56,134.76
70936,-30.77,61.61
70937,-52.94,285.41
70938,-37.53,222.22
70939,-34.36,119.75
70940,2.18,45.69
70941,-15.13,50.58
70942,-25.33,44.34
70943,-43.24,87.71
70944,-41.77,286.03
70945,-37.44,62.7
70946,-16.02,40.11
70947,-11.3,52.13
70948,-12.81,40.62
70949,2.04,96.29
70950,-11.71,43.96
70952,1.11,44.04
70953,7.34,93.64
70954,-25.48,43.79
70955,-10.28,62.78
70956,-34.56,118.8
70957,-25.72,33.07
70958,-0.95,42.1
70959,-6.6,39.58
70960,-19.79,35.06
70961,-12.54,65.6
70962,-24.92,34.69
70963,-32.49,48.39
70964,36.53,198.51
70965,60.15,212.81
70966,51.18,168.59
70967,15.66,178.76
70968,54.92,226.9
70969,-25.6,45.52
70970,-34.85,67.62
70971,-26.05,45.29
70972,-32.13,341.55
70973,-5.72,39.32
70974,-42.38,191.99
70975,-30.44,247.49
70976,-30.11,203.15
70977,-31.93,192.9
70978,-32.76,269.75
70979,-28.51,258.16
70980,-34.05,211.53
70981,-31.57,261.77
70982,-34.2,245.61
70983,-27.74,258.96
70984,-52.81,20.55
70985,-63.55,213.36
70986,-54.51,323.36
70988,-47.38,214.4
70989,-57.24,333.91
70990,-58.8,322.54
70991,-47.1,84.32
70992,-64.32,227.72
70993,-54.19,322.36
70994,-31.94,255.07
70995,-33.47,246.01
70996,-57.08,16.21
70997,-58.21,307.83
70998,-50.73,257.5
70999,3.89,73.48
71000,2.42,95.31
71002,-11.28,43.62
71003,-2.17,98.82
71004,-55.78,79.85
71005,-33.61,115.0
71006,-38.05,140.65
71007,-61.33,305.92
71008,-61.31,308.53
71009,-63.87,124.13
71010,-62.03,162.75
71011,-62.6,154.74
71012,4.03,95.22
71013,1.7,83.14
71014,-52.21,178.27
71015,-2.93,99.96
71016,-20.05,34.81
71017,5.63,79.91
71018,3.59,47.18
71019,-45.72,166.45
71020,-33.67,281.06
71021,-59.07,320.97
71022,-46.71,149.59
71023,-29.69,274.23
71024,29.76,301.73
71025,23.47,284.83
71026,33.5,313.81
71027,38.53,331.38
71028,35.78,354.06
71029,-17.66,323.23
71030,-30.32,54.42
71031,-33.25,53.46
71032,-31.59,31.43
71033,-25.36,33.68
71034,-13.62,72.61
71035,-5.5,102.43
71036,-27.64,60.45
71037,-20.42,343.45
71038,2.46,72.72
71039,-52.97,285.45
71040,-28.89,248.63
71041,-30.64,246.03
71042,-29.87,255.87
71043,-28.8,211.26
71044,19.01,290.97
71046,73.62,197.29
71048,79.36,191.86
71049,68.87,187.32
71050,71.05,190.32
71051,77.19,213.28
71052,64.78,192.34
71053,76.82,212.45
71054,72.31,180.64
71055,67.88,192.15
71056,78.74,359.69
71058,81.68,114.3
71059,79.69,116.15
71060,79.33,2.5
71061,75.82,207.76
71090,-27.82,54.12
71091,27.35,346.38
71092,31.92,318.01
71093,27.97,344.81
71094,-27.4,60.16
71095,24.59,277.91
71096,37.93,317.22
71097,7.98,280.91
71098,28.6,342.06
71099,23.27,299.18
71100,11.36,343.29
71101,27.83,342.01
71102,15.02,210.13
71103,35.61,354.01
71104,28.44,332.55
71105,28.16,343.15
71106,26.86,309.87
71107,11.53,342.78
71108,27.13,279.9
71109,33.26,350.72
